上海频道,#genre#
广东影视,http://120.77.205.62:8087/rtp/239.20.0.117:2032
广东影视,http://gmxw.7766.org:808/rtp/239.21.0.85:3680
广东影视,http://gmxw.7766.org:808/rtp/239.20.0.117:2032
广东影视,http://113.109.250.116:9999/rtp/239.21.0.85:3680
广东影视,http://113.109.250.116:9999/rtp/239.20.0.117:2032
广东影视,http://116.28.124.202:8520/rtp/239.21.0.85:3680
广东影视,http://116.28.124.202:8520/rtp/239.20.0.117:2032
广东影视,http://116.28.124.202:8520/rtp/239.77.0.217:5146
广东影视,http://61.143.227.162:10000/rtp/239.77.0.217:5146$1920x1080
广东影视,http://61.143.227.162:10000/rtp/239.77.0.11:5146$720x576
广东少儿,http://116.18.37.171:4000/rtp/239.77.0.250:5146$1920x1080
广东少儿,http://116.18.37.171:4000/rtp/239.77.0.12:5146$720x576
广东少儿,http://183.11.239.36:808/rtp/239.21.0.87:3688
广东少儿,http://183.11.239.36:808/rtp/239.20.0.118:2034
广东少儿,http://211.97.63.3:801/rtp/239.21.0.87:3688
广东少儿,http://211.97.63.3:801/rtp/239.20.0.118:2034
广东少儿,http://113.109.250.116:9999/rtp/239.77.0.250:5146$1920x1080
广东少儿,http://113.109.250.116:9999/rtp/239.77.0.12:5146$720x576
广东少儿,http://116.28.124.202:8520/rtp/239.77.0.12:5146
广东少儿,http://116.28.124.202:8520/rtp/239.77.0.250:5146
广东少儿,http://120.77.205.62:8087/rtp/239.21.0.87:3688
广东少儿,http://120.77.205.62:8087/rtp/239.20.0.118:2034
广东少儿,http://gmxw.7766.org:808/rtp/239.21.0.87:3688
广东少儿,http://gmxw.7766.org:808/rtp/239.20.0.118:2034
广东少儿,http://113.109.250.116:9999/rtp/239.21.0.87:3688
广东少儿,http://113.109.250.116:9999/rtp/239.20.0.118:2034
广东少儿,http://116.28.124.202:8520/rtp/239.21.0.87:3688
广东少儿,http://116.28.124.202:8520/rtp/239.20.0.118:2034
广东少儿,http://61.143.227.162:10000/rtp/239.77.0.250:5146$1920x1080
广东少儿,http://61.143.227.162:10000/rtp/239.77.0.12:5146$720x576
广东新闻,http://116.18.37.171:4000/rtp/239.77.0.173:5146$1920x1080
广东新闻,http://116.18.37.171:4000/rtp/239.77.0.4:5146$720x576
广东新闻,http://116.18.37.171:4000/rtp/239.77.0.190:5146$720x576
广东新闻,http://183.11.239.36:808/rtp/239.21.0.93:3712
广东新闻,http://183.11.239.36:808/rtp/239.20.0.112:2022
广东新闻,http://211.97.63.3:801/rtp/239.21.0.93:3712
广东新闻,http://211.97.63.3:801/rtp/239.20.0.112:2022
广东新闻,http://113.109.250.116:9999/rtp/239.77.0.173:5146$1920x1080
广东新闻,http://113.109.250.116:9999/rtp/239.77.0.4:5146$720x576
广东新闻,http://113.109.250.116:9999/rtp/239.77.0.190:5146$720x576
广东新闻,http://116.28.124.202:8520/rtp/239.77.0.4:5146
广东新闻,http://116.28.124.202:8520/rtp/239.77.0.173:5146
广东新闻,http://116.28.124.202:8520/rtp/239.77.0.190:5146
广东新闻,http://120.77.205.62:8087/rtp/239.21.0.93:3712
广东新闻,http://120.77.205.62:8087/rtp/239.20.0.112:2022
广东新闻,http://gmxw.7766.org:808/rtp/239.21.0.93:3712
广东新闻,http://gmxw.7766.org:808/rtp/239.20.0.112:2022
广东新闻,http://113.109.250.116:9999/rtp/239.21.0.93:3712
广东新闻,http://113.109.250.116:9999/rtp/239.20.0.112:2022
广东新闻,http://116.28.124.202:8520/rtp/239.21.0.93:3712
广东卫视,http://116.227.10.196:2048/rtp/239.45.3.230:5140$1920x1080
广东卫视,http://123.121.93.25:8686/rtp/239.3.1.142:8048$1920x1080
广东卫视,http://117.133.95.242:8887/rtp/228.1.1.17:8048$1920x1080
广东卫视,http://115.58.217.95:4000/rtp/225.1.4.166:1207$1920x1080
广东卫视,http://1.203.76.203:7788/rtp/225.1.8.49:8048$1920x1080
广东卫视,http://222.68.11.73:9898/rtp/239.45.3.230:5140$1920x1080
广东卫视,http://114.254.94.146:2222/rtp/239.3.1.142:8048$1920x1080
广东卫视,http://171.8.171.87:8800/rtp/239.16.10.104:2000$1920x1080
广东卫视,http://222.64.125.110:58888/rtp/239.45.3.230:5140$1920x1080
广东卫视,http://123.117.36.74:4001/rtp/239.3.1.142:8048$1920x1080
广东卫视,http://222.129.33.14:8888/rtp/239.3.1.142:8048$1920x1080
广东卫视,http://42.237.180.245:4000/rtp/225.1.4.166:1207$1920x1080
广东卫视,http://114.252.225.255:8000/rtp/239.3.1.142:8048$1920x1080
广东卫视,http://111.199.232.88:18888/rtp/239.3.1.142:8048$1920x1080
广东卫视,http://116.231.244.25:8888/rtp/239.45.3.230:5140$1920x1080
广东卫视,http://42.237.181.44:4000/rtp/225.1.4.166:1207$1920x1080
广东卫视,http://116.18.37.171:4000/rtp/239.77.0.84:5146$1920x1080
广东卫视,http://1.203.76.203:7788/rtp/225.1.8.151:8132$720x576
广东卫视,http://42.237.180.245:4000/rtp/225.1.4.30:1059$720x576
广东卫视,http://115.58.217.95:4000/rtp/225.1.4.30:1059$720x576
广东经济科教,http://116.18.37.171:4000/rtp/239.77.0.85:5146$1920x1080
广东经济科教,http://116.18.37.171:4000/rtp/239.77.0.167:5146$1920x1080
广东经济科教,http://116.18.37.171:4000/rtp/239.77.0.8:5146$720x576
广东经济科教,http://183.11.239.36:808/rtp/239.20.0.102:2002
广东经济科教,http://183.11.239.36:808/rtp/239.20.0.191:2180
广东经济科教,http://211.97.63.3:801/rtp/239.20.0.102:2002
广东经济科教,http://211.97.63.3:801/rtp/239.20.0.191:2180
广东经济科教,http://113.109.250.116:9999/rtp/239.77.0.85:5146$1920x1080
广东经济科教,http://113.109.250.116:9999/rtp/239.77.0.167:5146$1920x1080
广东经济科教,http://113.109.250.116:9999/rtp/239.77.0.8:5146$720x576
